id,city,country,weeds,garden,date
bb087bc9-617e-4a8e-8866-6af095597b69,Puerto Williams,Romania,Purslane,Clover,1940-06-26
6e77e767-195e-4b0f-a854-06cd5c1f0d3c,Adak,"Virgin Islands, British",Bindweed,Chickweed,1989-06-25
acf5d778-cad2-43ef-ba2b-9776cea1ff12,Hagåtña,Barbados,Chickweed,Clover,1954-01-06
dba41ef3-6355-47dd-a74c-1f8c7e45db0e,Malacca Town,"Virgin Islands, U.S.",Bindweed,Clover,1996-03-06
722d9714-5539-419c-a847-a117bedb2337,Saipan,San Marino,Plantain,Carrot,1931-12-27
74e00bb3-b701-419c-8d03-337d80a76406,Durango,San Marino,Japanese knotweed,Plantain,1935-07-19
62935ab6-0d29-411d-bce5-4f84c9aa09f8,Kyoto,France,Bindweed,Clover,1915-12-29
f4c37909-b421-4dc3-86c4-ae702dc27170,Pekanbaru,Swaziland,Japanese knotweed,Plantain,1921-08-02
c70a4e1e-724f-4e22-b902-667d0a9fbc6e,Bamako,Mauritania,Clover,Cucumber,1901-02-16
6630d00a-1162-4b39-a8dd-6f25392719a2,İzmir,Latvia,Bindweed,Plantain,1930-02-03
5949ed94-95d8-4e71-93c0-fc52d0fb6ca8,Rome,Hong Kong,Creeping buttercup,Carrot,1956-02-10
2509a568-a3c8-46c8-9074-8a0631b132b6,St. George's,Cyprus,Bindweed,Clover,1986-02-18
17e708b6-e5d5-4e1e-a6cb-5bb06ebbe414,Santiago de Cuba,French Polynesia,Bindweed,"Strawberry ",1935-07-07
0d31b896-ffed-4f6f-b6dc-b6c0a96176c2,Djibouti (city),Timor-Leste,Japanese knotweed,Carrot,1939-02-14
38bd554e-d502-4681-a056-695b27dbddec,Nicosia,Central African Republic,Bindweed,Plantain,1978-12-15
31823806-314c-4953-97d6-8e42f14eca23,Dushanbe,Cook Islands,Bindweed,Clover,1952-09-17
6d0ba30c-cb59-4bcf-b597-831b5bcbd00c,San Fernando,United States Minor Outlying Islands,Clover,Plantain,1925-02-07
d9c676fd-054f-4bc3-b975-2ae645ae6e79,Taipei,Greenland,Crabgrass,Sunflower,1935-07-09
b6ebd3c9-1cc1-4f9b-b4fe-1cc9b852039c,Cleveland,Mali,Purslane,Clover,2019-03-11
74b98af3-3e1e-4ee4-a58b-d74876803a5e,Linz,Djibouti,Bindweed,Chickweed,1955-06-29
ad07c7a9-a8e5-4823-8b8d-4752dd625eb3,Avarua,Nigeria,Crabgrass,"Strawberry ",2000-12-24
a00c9649-0cc2-40bb-a151-3d7cd7cfae19,Naples,Serbia and Montenegro,Crabgrass,"Strawberry ",1966-04-16
1f4c6964-de0e-4754-be86-58858fddfde5,Arequipa,AndorrA,Clover,Sunflower,1967-08-12
52504974-d989-4574-ad38-473d6c4e20e4,Frankfurt,Cuba,Creeping buttercup,Cucumber,1957-03-27
228f8dcb-b18a-4b8e-874e-2b4852efa722,Sana'a,Turkmenistan,Plantain,"Strawberry ",2016-02-19
f30033c9-77e0-4a9a-8e9e-909569db54b8,Quito,Belgium,Bindweed,Sunflower,1914-02-21
a8b53346-3bdc-48b4-b3d8-51cb9424b47a,Anadyr (town),Uruguay,Bindweed,Chickweed,1930-12-24
8d8b1dd6-92d1-4cf0-981f-fbab7677045f,Stockholm,French Polynesia,Purslane,Clover,1975-05-08
65a163f0-c6d6-4d24-acc1-cd9c1f1959e7,Astana,Paraguay,Japanese knotweed,Clover,2005-04-13
5dbed617-5f68-465b-b818-e736601334c2,Paris,Cook Islands,Plantain,Clover,1963-09-18
91d02806-7257-459b-bc6f-6864187ea145,Beijing,Australia,Creeping buttercup,Clover,1937-12-28
fc148414-2d6e-48aa-9031-788bc984239e,Jeddah,Cameroon,Crabgrass,Sunflower,1984-07-10
b8304363-d336-43b8-abdd-0c266024b47f,Cusco,United Arab Emirates,Chickweed,Cucumber,1948-10-23
efa93f89-2907-42f5-91a8-efc3779ff42c,Tirana,Jordan,Plantain,Carrot,2019-04-27
99dcb758-6b8d-468b-882d-55752629bfe3,Nairobi,Ghana,Bindweed,Aubergine,1918-11-28
bfa941ee-ecb9-43fa-ae44-aab966ceea71,Leeds,Djibouti,Chickweed,Sunflower,1944-05-31
8bc9423d-7bda-42f0-94e6-ea05db60336f,Longyearbyen,Cambodia,Purslane,"Strawberry ",1996-03-04
75820fb2-ff58-4ba1-8acc-8cde3ebe9b32,Saint Petersburg,Cuba,Creeping buttercup,Aubergine,1903-04-22
65dd3475-cc91-42b4-909b-985eca528aa0,Canberra,Bolivia,Japanese knotweed,"Strawberry ",2017-05-03
1910a5c5-afb0-490d-89d4-bc933fb4fc8a,Graz,Sudan,Creeping buttercup,Carrot,1914-08-07
4f58be67-863b-439c-b67a-dd0f47a67d39,Marrakech,Cyprus,Clover,Clover,1940-10-21
679a9644-bda2-477d-9ff0-5d0ddb7c3ee7,Djibouti (city),Zimbabwe,Chickweed,Cucumber,1906-01-08
1396b2ec-f386-4106-83b6-68afc701180a,Zamboanga City,Guam,Plantain,Carrot,1926-12-13
35ad3d61-a210-45fd-96f4-444bffc4ffdf,Makassar,French Polynesia,Bindweed,Clover,1945-11-13
6afd9b37-b335-43f9-a568-7f3889ceb691,Phnom Penh,Egypt,Plantain,Aubergine,1913-01-19
28e0ef0e-4960-4ec2-b6ab-3e03a15ae837,Doha,Armenia,Plantain,Clover,1910-07-18
a9279cab-a40c-48ea-a53a-7c0240eaff6b,Vienna,Faroe Islands,Clover,Aubergine,2013-01-19
3fca1be8-c308-4007-b92a-c5e6aeebca86,New Orleans,Central African Republic,Bindweed,"Strawberry ",2002-04-30
782a0d72-d856-453f-b375-9619fcf8c12d,Providence,Brunei Darussalam,Clover,Carrot,1995-01-01
a0196f61-fc24-4b54-a837-fdc70e2fabd0,Pekanbaru,Sao Tome and Principe,Clover,Clover,1947-09-09
77032f25-3749-4fc1-98af-9ac757d61266,Abuja,Monaco,Clover,Aubergine,1905-06-22
fdc56a0f-8886-4c52-aa17-6ed647a12499,Monterrey,Cameroon,Chickweed,Clover,1996-08-22
e209e773-83bd-4c3b-808f-b0fbf1904931,Barranquilla,Isle of Man,Chickweed,Sunflower,1919-03-14
267e0f0a-9f9f-44a9-a5ca-e9453c3d7641,London,Nigeria,Crabgrass,Sunflower,1970-01-01
acf2aec7-f276-4207-9d84-94740c36732b,Bergen,Panama,Japanese knotweed,Aubergine,1940-09-13
595941f7-1d20-4099-b15c-f6d6de20fff2,Colombo,United Kingdom,Plantain,"Strawberry ",1993-02-23
59eaa0e6-3c76-42f5-acd6-d7a4c995a8e8,Suva,Angola,Chickweed,Clover,1908-09-23
2c07614d-4dcb-4366-8f77-5d95de83bd80,Ibiza,Bulgaria,Clover,Sunflower,1952-03-30
be544bb2-d93c-4a3f-a9d2-9fce70a726a8,Omsk,France,Bindweed,Plantain,1943-09-29
03c7a61c-a88f-45a1-90c6-924fbeeeafbf,Quebec City,Mali,Bindweed,Clover,1955-07-12
a71c1060-49bf-41d7-ac36-bf3f98de10f8,Fortaleza,Uzbekistan,Crabgrass,Carrot,1974-06-20
3d50b03a-bd93-4eb8-bfeb-9b89e4b5f1df,Rabat,Liberia,Plantain,"Strawberry ",1923-09-10
dc6b80a6-d488-4646-bb57-d73a37d78b43,Kigali,Mongolia,Bindweed,Chickweed,1992-12-11
260874c8-0da4-483b-9ffa-73d42a3123f5,Majuro,Egypt,Purslane,Aubergine,1966-01-01
04f78997-700b-445e-8f96-e3755aaf2440,Mumbai,Barbados,Plantain,Carrot,1978-11-12
ed37ce02-c566-4cad-b2bb-c1c7451f906b,Libreville,Cayman Islands,Creeping buttercup,Clover,1999-02-05
da7816ee-b7ba-4e8e-9a13-4b37588628d0,Houston,Cook Islands,Purslane,Plantain,1922-05-19
ebcc0bf1-b652-46e7-b46f-4585494a27d0,Chihuahua,Djibouti,Purslane,Cucumber,1919-01-10
f46004bb-a37a-4671-af0a-868c72e31438,Zamboanga City,Myanmar,Creeping buttercup,Plantain,1978-12-11
8a25841f-afa9-4f84-ba1a-a58056fdf120,Johor Bahru,Belarus,Crabgrass,"Strawberry ",1983-10-26
e1cc48b0-953d-4041-b27c-a8e6dbb52bf3,Srinagar,"Korea, Democratic People""S Republic of",Purslane,"Strawberry ",1951-10-26
1262beb0-3eb1-44e3-864d-8223353cf7ab,Maracaibo,Western Sahara,Crabgrass,Cucumber,1944-08-29
a7ad4b92-5cb8-477c-9e75-b0c28c5beb7a,Dhaka,Maldives,Japanese knotweed,Carrot,1924-04-12
9c777805-0f66-4081-b6ab-8ffb876095e0,Funafuti,Qatar,Plantain,Sunflower,1999-10-11
213bef11-9b49-498a-bfb8-95bb396465b2,Accra,Pakistan,Creeping buttercup,Chickweed,1914-11-26
01c6fbf0-cdd7-43d6-bbe5-635979f6f542,Udon Thani,United States,Creeping buttercup,Sunflower,1916-06-12
82607297-7afc-4b67-854b-3bb7e50efb89,Jakarta,Swaziland,Bindweed,Cucumber,1919-02-16
a13bbc29-af8b-4107-897e-b6f77102fbf0,Kyoto,Bouvet Island,Creeping buttercup,Clover,1906-06-16
8a202b54-a42a-4ca8-be63-4da0f32903b2,Ibadan,Costa Rica,Purslane,Carrot,1942-02-12
ca348336-e8e0-41c3-8a7a-a53faee307f5,Yakutsk,Iceland,Creeping buttercup,"Strawberry ",1908-07-09
326cbb5a-c1b2-45f9-ab9e-9d832b9321d0,Sapporo,Angola,Japanese knotweed,Clover,1945-05-02
72cf01a1-b683-4a94-850a-247a846c6590,Porto-Novo,Afghanistan,Clover,Clover,1939-03-10
d5f06a16-f941-4137-a0dd-5c2660493c4c,Kraków,Guyana,Plantain,Clover,1965-11-28
a6e75818-7887-415a-98a9-04399bc6b1f3,Tegucigalpa,Gibraltar,Crabgrass,Carrot,1922-03-14
721789f7-22f6-40e4-a24b-0a0f332a05c0,Cockburn Town,"Iran, Islamic Republic Of",Bindweed,Carrot,1957-04-30
e3acc69e-0db3-499d-9aca-7b464a0faf2b,Mexico City,Mozambique,Clover,Aubergine,1978-07-23
66cdc627-7428-4deb-a61e-4df4a4890808,Semarang,Timor-Leste,Chickweed,Clover,1987-06-05
4e6330bf-41b8-479f-8669-a4b006ea8cc8,The Valley,Libyan Arab Jamahiriya,Purslane,Clover,1908-04-21
4d885aeb-51cc-4247-98f5-3fee612dd9a4,Nukulaelae,Sri Lanka,Japanese knotweed,Clover,2012-08-29
a4104d77-12e0-4659-828e-fd6ceebbb13c,Wellington,Saint Helena,Bindweed,Plantain,1908-05-06
8a2b82c9-734a-4d54-8773-d531155c567a,Port Elizabeth,Congo,Bindweed,Clover,1998-04-23
cdae09ec-6b6a-4c40-8014-c44285529489,Zamboanga City,Trinidad and Tobago,Japanese knotweed,Clover,1945-10-11
abce2b4d-09f5-4d55-9b57-8386bdcb9121,Seoul,Ireland,Chickweed,Clover,1996-03-02
fc591f98-77f1-4cc7-8dc2-243cf4065fed,Adana,Turkmenistan,Creeping buttercup,"Strawberry ",1987-05-17
2b020024-78f6-4435-b4ad-f3993b4b14e7,Lubumbashi,Saint Pierre and Miquelon,Plantain,Clover,1996-10-23
0b863a8b-537e-4950-b821-c61996df8539,Dodoma,Ukraine,Bindweed,Clover,1992-06-16
6fe1041c-3032-4f8d-a5db-3f70b4f2406c,Nouméa,Myanmar,Japanese knotweed,Sunflower,1933-03-13
de0c1104-72de-4ce1-acfb-917749fb5e9e,Doha,France,Crabgrass,Cucumber,2012-05-21
4990757b-f854-43d0-96d3-ee19cfeb276f,Funafuti,Guinea-Bissau,Crabgrass,Aubergine,1999-03-20
4b52d86c-72e3-4e54-b024-47ff5326b1fc,Wellington,Bulgaria,Japanese knotweed,Carrot,2014-05-22
dcd215bb-ed46-424f-b274-aae19f78058b,Aarhus,Morocco,Chickweed,Chickweed,1961-08-22
037a1ef3-ee82-44dd-bf34-4bcd3d712476,The Valley,Luxembourg,Chickweed,Plantain,2001-03-06
547ff94e-87ce-4759-8424-899c5aa49cd8,Rotterdam,Sao Tome and Principe,Creeping buttercup,Cucumber,1980-12-23
9ec1994b-989c-45e8-ba44-e175cd2a4691,Nantes,Netherlands Antilles,Creeping buttercup,Carrot,1928-10-17
6bf8d7dd-5388-406a-8ea3-5609a38e98df,Nouméa,Slovenia,Crabgrass,"Strawberry ",1945-05-09
6713948e-a1b3-4058-8d15-08a45ab2e148,Gaborone,Latvia,Bindweed,Chickweed,1922-01-17
0a6129cb-e191-4b9a-aef7-6758b07fa963,Canberra,Anguilla,Japanese knotweed,Clover,2002-11-27
1f71fae6-1c9a-4e96-ac3a-ac3438ce08ec,Khartoum,Mauritania,Crabgrass,Clover,1949-05-10
2d6a72ad-c48c-4d90-9984-53d7defae22f,Mecca,Papua New Guinea,Plantain,Clover,2019-04-01
c25da63c-248b-484b-aca5-d51ac01d7a4f,Geelong,Panama,Chickweed,Sunflower,2006-08-10
0d4494cc-f759-49e0-8759-df2399209787,Vienna,Togo,Creeping buttercup,Chickweed,1969-05-01
