id,city,country,weeds,garden
af72f410-9872-4d82-816d-e570a93cd4c2,Ahmedabad,Romania,Chickweed,Chickweed
25248908-17cf-4d55-ad3d-5a1dd4708c36,New York City,Kyrgyzstan,Clover,Sunflower
46cab4c0-8a17-4cab-8e8b-04972de2e8e9,Singapore,Madagascar,Creeping buttercup,Clover
65ae70c0-3c18-4949-88b1-69a271237c9d,Malabo,Chile,Purslane,Plantain
dd57ba61-86c5-42cc-b61b-cb366f902157,Shijiazhuang,Heard Island and Mcdonald Islands,Chickweed,Chickweed
9edf5cc6-3d54-44e7-a175-eca1e9962756,Cebu City,Honduras,Clover,Clover
f412fb7a-050d-4133-be91-4687edabad2c,Gdańsk,Djibouti,Japanese knotweed,Clover
07945570-f399-4295-ab6c-d68a796fa4b6,Nantes,Heard Island and Mcdonald Islands,Japanese knotweed,Plantain
2f620aa0-7ca1-4e46-9b4f-2e5ef06a376d,Majuro,United Arab Emirates,Clover,Plantain
d56c1e59-a376-47cf-ba15-d25a0d326e35,Maceió,Slovakia,Chickweed,Plantain
a373e8c7-f0b1-442c-88d1-70c655bf7964,Dili,Honduras,Clover,Sunflower
53b408dc-daff-414b-a6a4-33fe2bf36f5e,Sucre,Cyprus,Creeping buttercup,Clover
6a44ef25-e431-49c1-bea8-ee07cd09de2b,Incheon,China,Bindweed,Plantain
693bd979-3446-47c8-8dfc-b7599d48e71d,Stepanakert,Cyprus,Creeping buttercup,Chickweed
c835c2b0-a72a-4bb1-9f72-221a78a22689,Port Said,Seychelles,Clover,Cucumber
da93a4f0-9fda-4fbc-afb7-3cd742384bd8,Birkirkara,Switzerland,Plantain,Cucumber
c744f4e2-ec40-48f2-9298-5fce3db36908,Accra,Ecuador,Clover,Aubergine
d426fe23-148d-4d4b-a4a5-b0ab2bf8714f,Seville,Maldives,Bindweed,Carrot
92dc5502-3d8e-4cde-a4da-7d3d1789ec8f,Taichung,Seychelles,Clover,Aubergine
488248b8-1d02-46a3-81e8-0650b91dc920,Balikpapan,French Guiana,Crabgrass,Sunflower
aed25df4-270d-4f7d-bf76-dfa637402463,Buffalo,Zambia,Plantain,Clover
1693b303-dfa3-4298-bf83-241a55855e70,Calama,Thailand,Creeping buttercup,Carrot
5461004e-4e94-4e9e-bf9f-c2b44e407f97,Palikir,Greece,Japanese knotweed,Clover
67e81a2e-07c3-4326-a8ea-3dbd9fefdf64,Beirut,Solomon Islands,Chickweed,Plantain
25fd66a2-9536-443e-85d6-a30575718017,Djibouti (city),Bahamas,Japanese knotweed,Clover
643c0054-0e26-42b6-b092-ad5644ce347f,Willemstad,Oman,Bindweed,Carrot
f62ba004-e755-499c-874d-e33801f89ad1,Omsk,Saudi Arabia,Clover,Plantain
87421deb-ddba-4858-91a2-b74dd6dc6da5,Warsaw,Antarctica,Bindweed,Clover
e5b34140-fd8b-4b65-9def-7a6f884376a4,Tijuana,Anguilla,Plantain,Clover
9ffda10a-6ddd-431b-859d-3db12ac94b9b,Jersey City,Grenada,Plantain,Clover
32eb58a4-2447-4fa0-a770-7d61ef934999,Amsterdam,Maldives,Clover,Cucumber
54e64cf9-be45-4c17-aac2-8c16c0ae2c4d,Kota Kinabalu,Cyprus,Crabgrass,Clover
690d69ff-bc8e-4e01-b5ff-c937ff521b82,Casablanca,Czech Republic,Japanese knotweed,Clover
188cb4b4-7f8c-4e9a-a3ec-02d028d7155e,Santiago de Cuba,Burkina Faso,Chickweed,Aubergine
86165b7f-3179-46a0-a765-0e54f52b01d2,Niamey,Samoa,Bindweed,"Strawberry "
df1b2100-1e46-456e-a7ad-d64c1d0e3894,Ho Chi Minh City,Antigua and Barbuda,Clover,Sunflower
27102040-6bd5-47fa-baab-218f6383d403,Antwerp,Mexico,Plantain,Carrot
2ed9302b-9bd2-46d1-9ee5-7ef5c893aced,Gold Coast,Mali,Clover,Clover
a072e841-3a6e-4313-92ba-30703b96d275,Santa Cruz de la Sierra,Turkey,Japanese knotweed,Clover
8db511d1-3d5b-43b0-9319-2940ac4d3c81,Gibraltar,Tunisia,Japanese knotweed,Clover
d27bf5c9-2e00-4f4b-9eeb-a6412919a0ba,Vatican City,"Tanzania, United Republic of",Crabgrass,Clover
d74849ea-4d5f-477b-ba23-d9024035c918,Faisalabad,Dominican Republic,Creeping buttercup,Clover
664cdd78-6288-4f9c-ad23-3e666984a56a,Kano,Greece,Bindweed,Carrot
ac559514-ae60-4f5f-80f0-84960c0da657,Beirut,Lebanon,Chickweed,Sunflower
4a43ca14-1bfc-4e66-964d-25be1c4234c3,Bangkok,United Kingdom,Japanese knotweed,Chickweed
a994ba0e-baac-4194-baeb-622c4bd1084c,Dalian,Guernsey,Crabgrass,Chickweed
ee227ea8-5a0c-449e-a973-722455e9b6d2,Malabo,French Southern Territories,Plantain,Carrot
1660ac1b-3256-4aba-82af-02c9ccbbeeb6,Charlottetown,Montserrat,Clover,Clover
8adb4a0c-eb75-46c8-a542-a5e4b0549257,Cincinnati,Azerbaijan,Chickweed,Carrot
c1e34750-6f15-4303-917d-7dce83e2d86f,Austin,"Micronesia, Federated States of",Creeping buttercup,Plantain
5a105767-c4db-4e60-8a14-f1f2d39e52bd,Suez,Syrian Arab Republic,Creeping buttercup,Cucumber
066080f6-38fd-44e0-bc18-db8194ff89e0,Kinshasa,Djibouti,Creeping buttercup,Aubergine
913e4958-4b40-4237-9131-15105b28358d,La Serena,Niue,Chickweed,Plantain
a7f4eb42-8332-49dc-ac18-d443568bae65,Karachi,Afghanistan,Crabgrass,Clover
73d3a095-f971-4245-a172-488e5f32d0f4,Adana,Estonia,Crabgrass,Sunflower
780c4277-8fc9-4d30-a987-5057d336b811,Bilbao,Ecuador,Creeping buttercup,Aubergine
b7926640-250b-4ecd-843d-64b7996c77b9,Cape Town,Pitcairn,Clover,"Strawberry "
6e255354-5577-4d81-9575-26709afde777,Tampere,Bermuda,Bindweed,"Strawberry "
2f99fc07-9e06-4c4b-811f-03b856a54c43,Funafuti,Sweden,Crabgrass,Sunflower
ca283aa8-995e-4f04-baf9-1a521cf0bc51,Caracas,Norfolk Island,Purslane,Plantain
10ba3bbe-cc49-4742-98bd-5d155f96f4e9,El Paso,Montserrat,Japanese knotweed,Aubergine
bb5d5193-7364-4ad1-8495-b5b50a43beaf,Valdivia,Reunion,Bindweed,Plantain
00da7886-9e1a-49cf-b566-10c57f88e04f,Thimphu,Chad,Purslane,Sunflower
31dfc7c8-ef95-4364-a476-430d34052902,Jerusalem,El Salvador,Plantain,Chickweed
08444350-f452-4811-84ed-962c64f2a536,Lima,Saint Kitts and Nevis,Crabgrass,Sunflower
082a3a66-bc20-4a55-a161-8c4fb2fc90b9,Tehran,Ghana,Clover,Carrot
23f9abd4-0817-4a0b-a705-207d0c6ac771,Naypyidaw,Faroe Islands,Japanese knotweed,Aubergine
73e3e242-b201-4c81-a7dd-2f691393b48c,Kathmandu,Australia,Creeping buttercup,Cucumber
cc276789-6167-4095-a6d6-32e6c0509ee8,Sucre,Djibouti,Chickweed,Chickweed
29d4996e-1717-41d6-8f22-d05e3e6b92a7,Tagbilaran,Nauru,Crabgrass,"Strawberry "
1f3a7754-8672-45d9-9344-c4b1addc0f47,Yakutsk,United Kingdom,Plantain,Carrot
bee559e9-f669-4562-b439-6e1d0f8b246c,Medan,Falkland Islands (Malvinas),Crabgrass,Sunflower
6355b9ed-15c8-42b2-a2a7-62e0e8aab9de,Munich,Zimbabwe,Japanese knotweed,"Strawberry "
b3efc9fa-82c9-4040-aaa3-143e67e01efd,Helsinki,Burkina Faso,Japanese knotweed,Plantain
2cb54a6e-6d9e-496e-8898-42ea8657c8bc,Omsk,New Zealand,Clover,Aubergine
91c32d28-2255-4a39-a05c-01f120031d6b,Islamabad,Colombia,Purslane,Clover
ce1430c9-71be-4071-90c2-aba2416c6b61,Makassar,Angola,Bindweed,Sunflower
82d76fcb-47c8-4cd3-8108-38cfbbe04314,Kuching,"Korea, Republic of",Bindweed,Chickweed
8085a5ad-511e-4212-afa4-094d84a4ef83,Santa Cruz de Tenerife,Brazil,Crabgrass,Clover
1a2fb892-9f12-4b40-8191-43ffbae67872,Nakhon Ratchasima,Angola,Purslane,Cucumber
b888cc02-04bb-472f-8149-45efcb07f1ba,Pekanbaru,Kazakhstan,Crabgrass,Clover
2fb54c2e-ca73-4746-a7b9-4a6ee2cc5454,Seoul,Togo,Japanese knotweed,Clover
df315855-c326-4c5d-97ca-214c4a0b35ac,New Delhi,Åland Islands,Bindweed,Carrot
7a628923-52e1-4c93-bd68-5f848cb3421c,Road Town,Bolivia,Purslane,Clover
e1603167-fef8-4e7d-809b-eeb70e4982c1,Athens,"Korea, Republic of",Creeping buttercup,"Strawberry "
7faadc4a-ac41-49f1-b159-db691f8ba8b0,Manchester,Reunion,Creeping buttercup,Plantain
7a54fccd-2356-4540-bfc9-43fd1e387b65,Cardiff,Angola,Bindweed,"Strawberry "
61d09b88-c1ef-4081-8eee-3c8e7c1ae45d,Singapore,Cape Verde,Plantain,Clover
6fc1920f-f86e-426c-951c-2a3c2067530e,Nagpur,Lebanon,Creeping buttercup,Aubergine
f3b30d96-7813-46e5-9228-d3b16e4c003c,Stanley,Lithuania,Japanese knotweed,Carrot
15b89d94-e074-4fb2-a3ba-ddf1b4a92885,Cardiff,Papua New Guinea,Chickweed,Cucumber
63ea2605-45dd-4d90-b4a8-bfec5c6a39eb,Abuja,Burundi,Creeping buttercup,Plantain
d47ed91a-4cc5-4265-aa34-4b506a116c64,Wollongong,Mayotte,Crabgrass,Clover
f182dd0d-ffae-4624-9905-78016e967a6d,Manaus,Kyrgyzstan,Chickweed,Cucumber
fc3e941b-f056-4f8e-a6f7-46018726af52,Providence,Qatar,Plantain,Clover
bad3875c-615f-4a4c-903b-a102a0339f22,Riyadh,Costa Rica,Crabgrass,Clover
4b792f04-0d6f-4ee2-af22-48301660cf1b,Lobamba,Cayman Islands,Crabgrass,Aubergine
77d9e993-1719-48bc-8bed-31396a8a9ed1,Adak,Cape Verde,Clover,Chickweed
8812ab43-6944-4e5f-85df-57c733d3f95d,Cardiff,"Taiwan, Province of China",Crabgrass,Plantain
31027e9b-6e01-452a-8bdb-42886c7f9da2,Louisville,Bermuda,Creeping buttercup,Cucumber
a4fb5865-bd17-43a0-b54c-b7f11f036f89,Boston,Samoa,Bindweed,Clover
ddf499dc-43d8-4e5e-8739-c1cadd1f2be8,San Juan,Madagascar,Purslane,"Strawberry "
09c33154-faf0-4b31-ae8e-87350205573c,Gdańsk,Cape Verde,Plantain,Plantain
8125ddbb-6849-4d6f-872e-f88e86d384de,Turin,Albania,Creeping buttercup,Carrot
ef0f6ce5-8bf9-4688-a3d5-7e5a5c32caaa,Quito,Vanuatu,Japanese knotweed,Clover
f7d3ec39-e896-4b77-8332-ee927d2e2909,Invercargill,Estonia,Purslane,"Strawberry "
53c5e11d-133f-4a97-a068-d1ac748d1b55,Ambon,Canada,Clover,Plantain
147df550-b791-4d78-b2e4-b70bc75bc7cd,Ndola,Pakistan,Bindweed,Clover
bd40e449-643d-4463-b3a4-2d0d03bbb332,Omdurman,Christmas Island,Japanese knotweed,"Strawberry "
4492c653-b671-4b3d-b9cd-87e9a22a766b,Alofi,United States Minor Outlying Islands,Crabgrass,Carrot
75693ac7-601e-4a5a-b376-96dda515a1e4,Tehran,Mexico,Chickweed,Plantain
cfdf4563-ebae-471f-8a83-c36b46d5f413,Lagos,Sudan,Japanese knotweed,Chickweed
3a679fb9-3717-4ce3-8fe5-dedcb080cf5f,Mendoza,Antarctica,Japanese knotweed,Clover
d83321e1-3c2d-4bd6-bf4d-7ab21ac970bc,Paris,San Marino,Japanese knotweed,Cucumber
59b53df7-0331-440b-a4c9-37958d426c8b,Edinburgh,Angola,Creeping buttercup,Clover
bbf684f1-1ca4-4d6b-b56a-41f72a06bd96,Reykjavík,United Kingdom,Clover,"Strawberry "
158b85db-9b2f-4f9c-a454-95e6d8e0b39e,Ilhéus,Norfolk Island,Japanese knotweed,Sunflower
23ae1bb3-1955-4977-a8c6-74423b44459b,St. John's,"Virgin Islands, British",Japanese knotweed,Sunflower
32c992c2-8a5f-4fe9-84d8-7dd2ac010eb1,Naypyidaw,Haiti,Crabgrass,Clover
75364c6d-2975-4561-a500-5b8fa2090a20,Papeete,Portugal,Purslane,Plantain
6b089c13-71aa-4222-ab7e-3cd348ec6bc1,Sucre,Svalbard and Jan Mayen,Crabgrass,Cucumber
18c07b14-258b-4a92-a9d4-7acdaa11f183,Shenzhen,Ghana,Purslane,Clover
3f3219e1-ee0e-49c5-a212-941ebf60dc59,Rome,Greenland,Plantain,Cucumber
41c2f166-3445-4be1-b843-308d491ffa56,Buenos Aires,El Salvador,Purslane,Plantain
eeeef5bd-0abf-4832-ae91-9979ef92525e,Srinagar,Turkey,Crabgrass,"Strawberry "
96dcb294-50d5-4611-83af-a5e01818b4c4,Nagpur,Georgia,Japanese knotweed,Cucumber
eb85c284-e82c-4d04-a800-ab97d88bf7a8,Tbilisi,Iceland,Chickweed,Clover
9d71f6d5-42b8-436c-8b10-ce19eabe1c9a,Banjul,French Southern Territories,Plantain,"Strawberry "
b7c1ca8f-41ab-4689-9935-26b78952eba2,Cape Town,India,Bindweed,Plantain
f7de2da3-158f-464a-9058-1e7d4c2c6884,Dodoma,Sweden,Plantain,Clover
01a4c0f4-d5aa-4f6a-a423-ac4b9ac27941,Horta (Azores),Oman,Bindweed,Clover
547ff81a-7fc5-4be3-9f97-40b075796767,Dubai,Barbados,Bindweed,Sunflower
ce55d438-b7d1-485f-bb97-7cd15447712d,San Antonio,Nauru,Clover,Sunflower
cfaebb05-5574-44f6-8f9b-e9ee19fd074f,El Paso,Vanuatu,Bindweed,Cucumber
9685e321-5559-4604-befe-21f60017edf6,Guangzhou,Antigua and Barbuda,Chickweed,Chickweed
5a399acf-c947-4059-99cd-baa7083d5b54,Tamale,Maldives,Chickweed,Plantain
a43d3102-c598-4bc9-8ac4-b029607f1597,Cannes,Brunei Darussalam,Clover,"Strawberry "
5734d9a4-4458-4306-b389-d5bd88971110,Bucharest,Nepal,Chickweed,Cucumber
cdf6fd96-d2aa-44f1-b6a1-08755830c33e,Willemstad,Syrian Arab Republic,Clover,Sunflower
d9b105f5-e069-4ace-bd4f-9048a6037b2a,Ahmedabad,Kyrgyzstan,Clover,Chickweed
f008eff6-7847-4325-ba6c-c19201a80282,Dresden,Bahamas,Plantain,Clover
9a40c143-7323-4bf3-bb3f-7fe2384faab9,Gaziantep,Jersey,Bindweed,Sunflower
86bd5d6e-07f8-4bc4-b08d-ea7e1ba7ee2d,Dhaka,Monaco,Creeping buttercup,Carrot
1fdcd686-a180-4e11-801d-64d15cf09ade,Islamabad,Mayotte,Crabgrass,Clover
ee2ad770-b893-4bc1-b41e-0246fce5efde,Jayapura,Egypt,Plantain,Aubergine
b0180b5b-1fc7-4523-8edd-8935f077ed98,Nagpur,Belgium,Crabgrass,Clover
ca25fbbf-5ba4-411a-af2e-7db493d0c8af,Lhasa,"Virgin Islands, U.S.",Creeping buttercup,Clover
73307176-ef59-4a55-a3db-e3d1b811de8a,Kaohsiung,Botswana,Japanese knotweed,Cucumber
2c7038ca-7ebb-491a-aea5-f8779a42f6d8,Birkirkara,Slovakia,Creeping buttercup,"Strawberry "
742605a1-5048-49ab-a5fe-f173dfd713e2,Chihuahua,"Virgin Islands, British",Clover,Plantain
098070e5-0ace-4f40-a123-a0531eb962c0,Banda Aceh,Guinea-Bissau,Chickweed,Carrot
028275d0-535e-4e62-895d-79f12e2eb388,Geelong,"Tanzania, United Republic of",Japanese knotweed,Chickweed
b43b9f8a-10ff-4b98-a182-5bedfeb4e93a,Yekaterinburg,Hong Kong,Chickweed,Carrot
4eb29cb8-618e-4dc2-a4d1-455d53d8583e,Hanoi,Zambia,Plantain,Chickweed
728a068d-f6a6-4fef-b7c0-6763a304e2a0,Tskhinvali,Guernsey,Japanese knotweed,"Strawberry "
0ef309d9-ed21-4228-99d5-0970a902ff77,Norilsk,Eritrea,Plantain,Cucumber
86855d32-fe80-41f2-9d24-93e303facf20,Taiyuan,Cuba,Bindweed,Clover
a300ad6d-29d1-4cab-bc48-dec7f6937770,Alofi,Ireland,Creeping buttercup,"Strawberry "
afb68325-fed8-486a-b3f6-cff094a6a57a,Kanpur,Singapore,Chickweed,Aubergine
4bddb227-b7f5-4a4a-aeec-8b934ce9521e,Sana'a,San Marino,Bindweed,Clover
e6bab9b7-b388-4019-abde-7164bdf29540,Nashville,Svalbard and Jan Mayen,Plantain,Clover
b8540244-8801-4975-9f9a-e21dd820c62c,Yaoundé,Falkland Islands (Malvinas),Clover,Clover
60c97e76-08be-44c3-bfdf-3bef2c82a70d,Almaty,Czech Republic,Chickweed,Sunflower
3273d01d-fbff-4697-b764-f425292e434c,Huế,Finland,Bindweed,Clover
dee5c0b2-25d5-4d65-a0f6-9cd20d13505a,Gdańsk,Grenada,Crabgrass,Chickweed
b16ae14d-e586-4c9b-8066-a1be0843a77c,Seattle,Equatorial Guinea,Crabgrass,Plantain
ee5f24cf-0ef7-4e8b-a313-fe29fcaa4fb8,Malang,RWANDA,Purslane,Aubergine
faa2c454-c241-4726-b592-e260df4e2e07,Rosario,"Virgin Islands, U.S.",Purslane,"Strawberry "
7e3bfdfd-ebed-4e64-95de-ff330f9a3f0a,Toulouse,Guatemala,Bindweed,Sunflower
0cb9f1bb-6bc3-4f7f-863f-3316360ffd43,Dakar,Reunion,Bindweed,"Strawberry "
2c50dba8-e256-4dec-be88-4abc8f2bdf46,Dubai,Jamaica,Creeping buttercup,"Strawberry "
c45da9dd-76b0-4051-910c-bf771707e3f4,Omsk,Malaysia,Crabgrass,Clover
9e972d0a-27f1-4d53-872e-38d2ab54c0ad,St. George's,Cocos (Keeling) Islands,Japanese knotweed,Clover
5ae217b2-85c3-4f71-a332-94e3d3a09695,Lubumbashi,Samoa,Crabgrass,Carrot
73926852-a9a2-4f20-b70a-380f9a4161aa,Recife,Bhutan,Chickweed,Carrot
043ec169-47f1-4936-bcd9-8c5017f4996e,City of Halifax,Macao,Clover,Clover
6d5c81a2-e8b0-4f76-ba8c-d2e5c82cd523,Fredericton,Tokelau,Creeping buttercup,Clover
eddca578-d28a-456b-9e2a-2592decf863d,Ponta Delgada,Oman,Crabgrass,Sunflower
163dcf11-5460-4f5a-bf37-96f648201751,Cayenne,Uruguay,Crabgrass,Cucumber
4bea7ee6-d6b7-44f7-b5d0-26a9489fc259,Gangtok,Armenia,Chickweed,Chickweed
fea8fa1d-832d-46e8-b01c-6a157d9aa427,Curitiba,"Congo, The Democratic Republic of the",Chickweed,Aubergine
6a53b297-2e83-452c-8cd7-e583ff33d779,Asmara,Algeria,Purslane,Aubergine
3d7addfc-ab17-408f-a964-842fb4af2355,Basse-Terre,French Southern Territories,Chickweed,"Strawberry "
69876411-01cf-4497-8bef-69b7d92622b8,Lahore,Sweden,Bindweed,Sunflower
9cf6b980-b14b-43f7-8163-23f30c64aef9,Houston,Puerto Rico,Purslane,Chickweed
3a024307-4caa-47bc-9b91-bd7e75f3ac59,Iloilo City,Djibouti,Clover,Clover
6a0a01d5-7cb3-4832-a320-32ad4fab71d8,Chongjin,Dominican Republic,Creeping buttercup,Plantain
7866309f-1255-4b32-8c6a-4cd26b899eba,Denpasar,United Kingdom,Chickweed,Clover
5c7efd81-013c-4967-b0ce-7c22f2c3e2ce,Gdańsk,Togo,Clover,Clover
a7c16d79-c6c3-4a21-9166-eef32f5ac393,San Antonio,Saint Lucia,Chickweed,Clover
1861d54d-9eaf-40cd-9ca0-9a93cb396cf4,Darwin,Somalia,Creeping buttercup,Carrot
2785e327-ec2c-4964-819c-ec2741ccd88e,Sapporo,Guyana,Crabgrass,Clover
4247cf9d-fb97-45e7-8c54-b7cc2921dc6f,Rome,Mozambique,Clover,Cucumber
f6d57b2e-b68c-4122-aa7c-d2797fdf844a,Puebla,Cape Verde,Japanese knotweed,Aubergine
30de0e7f-ed74-4e01-9627-10f0e0138574,Kingstown,Angola,Chickweed,Aubergine
f336cd6b-d746-4e61-bc4b-4649baff62f9,Lucknow,Puerto Rico,Creeping buttercup,Cucumber
c4b59471-f109-4c69-bdfb-275320254285,Moscow,Grenada,Japanese knotweed,"Strawberry "
848e6714-27ec-4a1b-97f3-ed668d9b5157,Addis Ababa,Swaziland,Purslane,Clover
f5ba4ab3-eff3-4cd6-97c3-7de9599f3248,Astana,New Caledonia,Chickweed,Clover
2bfd983f-8111-42c8-9912-451251dba522,Tel Aviv,Christmas Island,Purslane,"Strawberry "
40d27456-171d-48c4-9917-5c92e1016140,St. John's,United States Minor Outlying Islands,Clover,Clover
c8704395-f2d3-4e6d-a6fb-a63674c86c04,Medan,Australia,Clover,Chickweed
2ac9b1cc-97ec-4fec-b963-294d7c223113,Lobamba,South Africa,Purslane,Sunflower
60a12a96-e713-44f0-a6af-9cbaf966febe,Palma,Palau,Japanese knotweed,Cucumber
69d64ee7-ff93-4e24-9c9a-cfb419420113,Osaka,Slovakia,Chickweed,Cucumber
13e4768d-e1c8-4957-8a20-6f15cb96c80d,Luxembourg (city),Cameroon,Bindweed,Clover
2a8960bf-23fe-4e55-b01a-8037b3c631ee,Hamburg,United Kingdom,Purslane,Clover
848aca37-58c1-46c4-97fe-3e34cec5b3e0,Riyadh,United Kingdom,Purslane,Plantain
04c10e6c-0ba0-4d88-a6c5-df490e6fa573,Innsbruck,Mongolia,Japanese knotweed,Plantain
7b925593-d0df-42eb-93b9-6a99fb99fecc,Bangalore,Uruguay,Clover,Clover
750100f1-b5b6-41c7-936c-f3d2422faf16,Bergen,"Lao People""S Democratic Republic",Clover,Chickweed
39fba2e6-a5cf-4ab4-99c7-2d0b103e273b,New Delhi,Bouvet Island,Chickweed,Cucumber
25b0d823-7758-4115-9084-814205323ef8,Ibadan,Oman,Bindweed,Carrot
3d448ead-a2ee-4889-a4e8-0c9bb069930c,Enugu,Congo,Bindweed,"Strawberry "
c87eb5ed-737e-490f-b40a-860b8c83d156,Nairobi,Costa Rica,Bindweed,Clover
53021fb5-86f0-4239-b4a1-a61c8ff6ffd0,Nice,United States Minor Outlying Islands,Bindweed,Clover
52f05f5d-31d2-42a9-8e62-5a0a6dcba7f4,Frankfurt,Zambia,Creeping buttercup,Sunflower
f0af08ba-6433-42bc-8288-d1a4be4375cb,Sukhumi,Zambia,Clover,Plantain
936fffdb-dec8-4d1b-818f-69414c235c3f,Vatican City,Philippines,Purslane,Clover
